compound,compound_by_sent,median_cmpd,median_neg,median_neu,median_pos,name,negative,negative_by_sent,neutral,neutral_by_sent,num_reviews,positive,positive_by_sent,range_cmpd_max,range_cmpd_min,range_neg_max,range_neg_min,range_neu_max,range_neu_min,range_pos_max,range_pos_min,rating
0.2331,0.1997,0.0,0.0,0.8294999999999999,0.0685,Herbivore,0.0502,0.0494,0.7602,0.787,889,0.185,0.1603,0.9748,-0.8518,1.0,0.0,1.0,0.0,1.0,0.0,3.0
0.244,0.2313,0.1531,0.0,0.811,0.115,Bocce Cafe,0.0427,0.0432,0.7782,0.79,536,0.1726,0.162,0.9716,-0.8658,1.0,0.0,1.0,0.0,1.0,0.0,3.5
0.2431,0.1844,0.0,0.0,0.8154999999999999,0.0915,Farina,0.0542,0.058,0.756,0.7862,1284,0.1812,0.1517,0.9872,-0.8706,1.0,0.0,1.0,0.0,1.0,0.0,3.0
0.2452,0.2294,0.2023,0.0,0.814,0.1105,Mangarosa Restaurant & Bar,0.0488,0.0462,0.7727,0.7846,381,0.1731,0.1655,0.9468,-0.8519,1.0,0.0,1.0,0.0,1.0,0.0,3.5
-0.2712,-0.2712,-0.27115,0.154,0.782,0.064,Fuwah Restaurant,0.154,0.154,0.782,0.782,1,0.064,0.064,0.0,-0.5423,0.308,0.0,1.0,0.564,0.128,0.0,5.0
0.211,0.1906,0.0,0.0,0.832,0.077,Frontera Fresco,0.0475,0.0494,0.7861,0.7869,185,0.1614,0.149,0.9338,-0.936,1.0,0.0,1.0,0.0,1.0,0.0,3.0
0.2982,0.2328,0.2263,0.0,0.784,0.137,O’Reilly’s Irish Pub & Restaurant,0.0439,0.0518,0.7269,0.7513,297,0.2261,0.1935,0.9552,-0.7717,1.0,0.0,1.0,0.0,1.0,0.0,3.5
0.2128,0.1717,0.0,0.0,0.847,0.046,Shimo,0.0426,0.0499,0.7951,0.8105,433,0.1624,0.1396,0.9493,-0.836,1.0,0.0,1.0,0.0,1.0,0.0,4.0
0.1848,0.1561,0.0,0.0,0.814,0.0735,Herbivore,0.0608,0.0624,0.7631,0.7789,947,0.1713,0.1521,0.926,-0.9042,1.0,0.0,1.0,0.0,1.0,0.0,3.5
0.2235,0.1899,0.0,0.0,0.837,0.072,Golden Chopsticks,0.0429,0.0471,0.7727,0.7945,60,0.1709,0.1452,0.9633,-0.8294,1.0,0.0,1.0,0.0,1.0,0.0,3.5
0.2458,0.2037,0.2382,0.0,0.787,0.119,Zesty Restaurant,0.0511,0.0525,0.7256,0.7605,29,0.2232,0.187,0.8824,-0.7581,1.0,0.0,1.0,0.0,1.0,0.0,3.5
0.313,0.3328,0.4556,0.0,0.846,0.1215,Purple Hibiscus,0.0458,0.0393,0.739,0.7477,2,0.2151,0.213,0.8221,-0.4767,0.437,0.0,1.0,0.0,1.0,0.0,4.5
0.3052,0.2774,0.1531,0.0,0.904,0.096,Coconut Grove,0.0017,0.0025,0.8203,0.7915,2,0.178,0.2061,0.9231,-0.0428,0.047,0.0,1.0,0.0,1.0,0.0,3.5
0.2844,0.2434,0.1531,0.0,0.812,0.136,Maestro’s Restaurant,0.0366,0.0377,0.7463,0.7729,42,0.2171,0.1894,0.9382,-0.8697,0.688,0.0,1.0,0.0,1.0,0.0,3.5
0.2355,0.2158,0.1027,0.0,0.815,0.109,Chef Jia’s Restaurant,0.0477,0.0475,0.7757,0.7842,279,0.1717,0.1647,0.9764,-0.9116,1.0,0.0,1.0,0.0,1.0,0.0,3.5
0.0,0.0,0.0,0.0,0.0,0.0,Pozole Restaurant,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2664,0.2432,0.17645,0.0,0.7895000000000001,0.1345,Sukhothai Restaurant,0.0411,0.0394,0.767,0.7779,71,0.1892,0.1781,0.9485,-0.8316,0.778,0.0,1.0,0.0,1.0,0.0,3.0
0.2848,0.2136,0.1926,0.0,0.846,0.126,Acaxutla Taqueria & Restaurant,0.0273,0.0386,0.7884,0.816,6,0.1843,0.1454,0.8555,-0.4767,0.561,0.0,1.0,0.439,0.474,0.0,2.5
0.1897,0.1765,0.0,0.0,0.832,0.07050000000000001,Hotei Restaurant,0.0522,0.0531,0.7935,0.7998,644,0.1543,0.1471,0.9677,-0.948,1.0,0.0,1.0,0.0,1.0,0.0,3.0
0.1174,0.1126,0.0,0.0,0.839,0.0,Mifune Restaurant,0.0659,0.0673,0.8054,0.8072,971,0.1286,0.1255,0.9246,-0.8885,1.0,0.0,1.0,0.0,1.0,0.0,3.0
0.3116,0.2379,0.102,0.0,0.8514999999999999,0.046,Traktir-Skazka Restaurant,0.0154,0.0217,0.7684,0.8199,4,0.2162,0.1583,0.8977,-0.6501,0.515,0.0,1.0,0.0,1.0,0.0,3.5
0.3472,0.3436,0.4201,0.0,0.757,0.189,Plate,0.0307,0.0297,0.7231,0.7358,51,0.2313,0.2188,0.9735,-0.8122,0.452,0.0,1.0,0.0,1.0,0.0,4.5
0.2299,0.2126,0.0516,0.0,0.838,0.089,Gold Mountain Restaurant,0.0435,0.0413,0.7868,0.7947,302,0.1658,0.1613,0.9731,-0.8381,1.0,0.0,1.0,0.0,1.0,0.0,3.5
0.243,0.2015,0.0,0.0,0.866,0.0595,Pacific Court Cafe,0.0432,0.0388,0.7961,0.8276,58,0.1607,0.1336,0.9817,-0.7145,1.0,0.0,1.0,0.0,1.0,0.0,3.5
0.2002,0.1706,0.0,0.0,0.805,0.067,La Barca,0.0674,0.0682,0.7586,0.7741,267,0.1717,0.1551,0.9273,-0.8888,1.0,0.0,1.0,0.0,1.0,0.0,3.0
0.2701,0.2469,0.2023,0.0,0.828,0.1165,Tommy Toy’s Cuisine Chinoise,0.0341,0.0315,0.779,0.794,312,0.1828,0.1697,0.965,-0.8674,1.0,0.0,1.0,0.0,1.0,0.0,3.5
0.1157,0.1718,0.0,0.0,0.926,0.0,Riggio Cafe,0.0477,0.0303,0.8418,0.8498,6,0.1106,0.1199,0.7906,-0.6155,0.305,0.0,1.0,0.462,0.538,0.0,4.0
0.1505,0.1339,0.0,0.0,0.8665,0.0,Zesty Restaurant,0.0557,0.0514,0.817,0.8264,77,0.1273,0.1223,0.9815,-0.8753,1.0,0.0,1.0,0.0,1.0,0.0,3.0
0.2199,0.2176,0.0,0.0,0.836,0.089,Gajalee,0.0447,0.0405,0.7843,0.7984,419,0.171,0.1611,0.9293,-0.8773,1.0,0.0,1.0,0.0,1.0,0.0,4.0
0.2747,0.2481,0.25715,0.0,0.805,0.136,Range Restaurant,0.0377,0.0432,0.7755,0.7851,1662,0.1868,0.1718,0.9694,-0.8922,1.0,0.0,1.0,0.0,1.0,0.0,4.0
0.103,0.0724,0.0,0.0,0.852,0.0,ABC Bakery & Cafe,0.0753,0.0852,0.8029,0.8055,270,0.1212,0.108,0.9042,-0.9459,1.0,0.0,1.0,0.0,1.0,0.0,3.0
0.3414,0.3969,0.5399,0.0,0.783,0.209,Lux,0.014,0.0064,0.7585,0.7003,6,0.2183,0.2701,0.8395,-0.4404,0.127,0.0,1.0,0.0,0.836,0.0,3.5
0.0,0.0,0.0,0.0,0.0,0.0,The Rooster,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,San Francisco Bread Company,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3479,0.3106,0.39425,0.0,0.754,0.192,Ziryab,0.0408,0.0396,0.7077,0.736,82,0.2516,0.2244,0.9623,-0.8555,1.0,0.0,1.0,0.0,1.0,0.0,4.0
-0.035,-0.0747,0.0,0.0,0.79,0.0,Ocean King Restaurant,0.0945,0.1028,0.6439,0.6805,3,0.0472,0.0499,0.4404,-0.6652,0.462,0.0,1.0,0.0,0.182,0.0,2.5
0.1612,0.1259,0.0,0.0,0.823,0.0,Maharaja Indian Restaurant,0.0674,0.0693,0.7817,0.7883,63,0.1477,0.1385,0.9549,-0.7964,1.0,0.0,1.0,0.0,1.0,0.0,2.5
0.168,0.1505,0.0,0.0,0.8334999999999999,0.0,Medicine Eatstation,0.0538,0.0573,0.7993,0.8033,266,0.1425,0.1353,0.9442,-0.9022,1.0,0.0,1.0,0.0,1.0,0.0,3.0
0.2116,0.1541,0.0,0.0,0.833,0.0,Blu,0.058,0.0641,0.778,0.7931,90,0.1603,0.1395,0.9751,-0.8934,1.0,0.0,1.0,0.0,1.0,0.0,2.5
0.3302,0.1989,0.21885,0.0,0.806,0.129,A Sabella’s Restaurant Third Floor,0.0573,0.0655,0.7668,0.78,9,0.1759,0.1544,0.9614,-0.6154,0.486,0.0,1.0,0.0,1.0,0.0,3.0
0.3096,0.2784,0.3089,0.0,0.807,0.149,Saha Restaurant,0.0253,0.033,0.7668,0.7777,754,0.2066,0.1865,0.9678,-0.8197,1.0,0.0,1.0,0.0,1.0,0.0,4.0
0.2515,0.2258,0.2023,0.0,0.8,0.114,Welcome Home Restaurant,0.0443,0.052,0.7488,0.7695,27,0.1946,0.1733,0.9337,-0.8931,1.0,0.0,1.0,0.0,1.0,0.0,3.5
0.3068,0.2048,0.0516,0.0,0.804,0.1,Ashoka,0.044,0.0545,0.7375,0.7762,186,0.2154,0.1679,0.9607,-0.8979,1.0,0.0,1.0,0.0,1.0,0.0,3.5
0.0,0.0,0.0,0.0,0.0,0.0,Don Bolon Restaurant,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3303,0.2723,0.3612,0.0,0.752,0.172,Starboard,0.0389,0.0479,0.7004,0.7206,52,0.2467,0.2224,0.9289,-0.765,1.0,0.0,1.0,0.0,1.0,0.0,4.0
0.0982,0.1084,0.0,0.0,0.848,0.0,Hooters,0.0846,0.0679,0.796,0.8114,335,0.1174,0.1184,0.9497,-0.9468,1.0,0.0,1.0,0.0,1.0,0.0,2.5
0.3079,0.2401,0.2023,0.0,0.814,0.117,Stroganoff Restaurant,0.0368,0.0405,0.744,0.7822,112,0.214,0.175,0.9591,-0.8858,1.0,0.0,1.0,0.0,1.0,0.0,4.0
0.2226,0.2226,0.1591,0.0,0.8025,0.0455,Sam Lok,0.06,0.06,0.8006,0.8006,1,0.1394,0.1394,0.6408,-0.296,0.355,0.0,1.0,0.494,0.506,0.0,3.0
0.0503,0.0563,0.0,0.0,0.845,0.0,Kentucky Fried Chicken,0.0714,0.0719,0.8225,0.819,8,0.1061,0.1093,0.6656,-0.7184,0.291,0.0,1.0,0.332,0.41,0.0,2.0
0.2588,0.2138,0.0951,0.0,0.828,0.106,La Bergerie,0.043,0.0407,0.7913,0.8041,133,0.1649,0.1543,0.9584,-0.8442,1.0,0.0,1.0,0.0,1.0,0.0,3.5
0.2822,0.2608,0.3182,0.0,0.78,0.147,Hime,0.0419,0.0461,0.7585,0.7627,195,0.198,0.1893,0.9688,-0.8502,1.0,0.0,1.0,0.0,1.0,0.0,3.5
0.0,0.0,0.0,0.0,0.0,0.0,The Bayanihan House,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1356,0.1346,0.0,0.0,0.784,0.088,El Rincon,0.0776,0.0736,0.7786,0.7791,37,0.1438,0.1472,0.967,-0.9224,0.605,0.0,1.0,0.238,0.762,0.0,3.0
0.2186,0.1785,0.0,0.0,0.8194999999999999,0.0865,Gio’s,0.0579,0.0602,0.7626,0.7777,63,0.1735,0.1584,0.9642,-0.8544,1.0,0.0,1.0,0.0,1.0,0.0,3.5
0.271,0.2393,0.2235,0.0,0.827,0.113,Two,0.0353,0.0375,0.7818,0.7957,400,0.1791,0.1633,0.9817,-0.8567,1.0,0.0,1.0,0.0,1.0,0.0,3.5
0.2487,0.2386,0.2263,0.0,0.802,0.1245,Ernesto’s Italian Restaurant,0.0401,0.0354,0.7464,0.7621,167,0.2021,0.18,0.9416,-0.8481,1.0,0.0,1.0,0.0,1.0,0.0,3.5
0.1829,0.2117,0.0,0.0,0.861,0.08299999999999999,Wally’s Restaurant,0.0246,0.0248,0.8295,0.8125,17,0.1374,0.1525,0.9022,-0.4753,0.236,0.0,1.0,0.0,1.0,0.0,3.0
0.2859,0.2698,0.3182,0.0,0.791,0.1495,Bacar,0.0426,0.0425,0.7613,0.7705,678,0.1906,0.184,0.9814,-0.8755,1.0,0.0,1.0,0.0,1.0,0.0,3.5
0.3754,0.3443,0.38155,0.0,0.8265,0.1455,Sweet Heat,0.0447,0.0208,0.7752,0.8172,4,0.1801,0.162,0.9168,-0.1531,0.268,0.0,1.0,0.4,0.6,0.0,3.5
0.323,0.2959,0.34,0.0,0.8,0.149,Ame,0.0273,0.0291,0.7625,0.7804,871,0.2097,0.1896,0.9761,-0.8338,0.687,0.0,1.0,0.0,1.0,0.0,4.0
0.2521,0.2253,0.15085,0.0,0.807,0.1255,Dusit Thai Restaurant,0.0509,0.0495,0.7669,0.7847,74,0.1821,0.1658,0.9854,-0.8519,1.0,0.0,1.0,0.0,1.0,0.0,3.5
0.2059,0.1867,0.0,0.0,0.852,0.07,B & M Mei Sing Restaurant,0.0462,0.042,0.7941,0.8156,223,0.1564,0.1394,0.9168,-0.8225,1.0,0.0,1.0,0.0,1.0,0.0,3.0
0.0,0.0,0.0,0.0,0.0,0.0,Mangiafuoco Restaurant,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2582,0.2422,0.2177,0.0,0.816,0.129,Wexler’s,0.0361,0.0372,0.7825,0.7877,620,0.1793,0.1725,0.9803,-0.9552,1.0,0.0,1.0,0.0,1.0,0.0,3.5
0.1925,0.1126,0.0,0.0,0.883,0.0,La Cave,0.0344,0.0526,0.8081,0.7956,9,0.1464,0.1311,0.9393,-0.743,0.778,0.0,1.0,0.0,1.0,0.0,3.0
0.2154,0.2154,0.21545,0.1775,0.6205,0.202,First Restaurant,0.1775,0.1775,0.6205,0.6205,1,0.202,0.202,0.7269,-0.296,0.355,0.0,0.645,0.596,0.404,0.0,4.0
0.3468,0.3683,0.43015000000000003,0.0,0.829,0.151,Grow Cafe,0.0279,0.0264,0.784,0.7719,3,0.1881,0.2017,0.886,-0.0258,0.161,0.0,1.0,0.38,0.62,0.0,4.0
0.3289,0.2972,0.3291,0.0,0.785,0.1535,Hawthorne Lane,0.0361,0.0365,0.7642,0.778,56,0.1976,0.1829,0.9493,-0.8885,1.0,0.0,1.0,0.0,0.804,0.0,3.5
0.3333,0.2733,0.3182,0.0,0.7885,0.1535,Toad’s,0.0349,0.0444,0.7488,0.7624,57,0.2128,0.1883,0.9656,-0.8422,1.0,0.0,1.0,0.0,1.0,0.0,4.0
0.2533,0.2293,0.2263,0.0,0.804,0.12,Mason,0.0494,0.0479,0.7578,0.782,111,0.1908,0.1692,0.9704,-0.9429,1.0,0.0,1.0,0.0,1.0,0.0,4.0
0.3323,0.2151,0.1154,0.0,0.818,0.13,Chic’s Seafood Restaurant,0.0275,0.0402,0.7398,0.7965,11,0.2327,0.1633,0.8957,-0.6696,0.787,0.0,1.0,0.213,0.778,0.0,3.5
0.3106,0.2752,0.3384,0.0,0.806,0.139,Cadence,0.0383,0.0381,0.7644,0.7865,101,0.1973,0.1755,0.9918,-0.8481,1.0,0.0,1.0,0.0,1.0,0.0,4.0
0.3109,0.3007,0.3698,0.0,0.7905,0.1745,Inkas Restaurant,0.0364,0.0329,0.7427,0.7607,138,0.2202,0.2052,0.9887,-0.807,0.714,0.0,1.0,0.0,1.0,0.0,4.0
0.1143,0.0836,0.0,0.0,0.818,0.0,Family Garden,0.0828,0.0796,0.7541,0.7813,49,0.1455,0.1292,0.836,-0.926,1.0,0.0,1.0,0.0,1.0,0.0,3.0
0.3291,0.2934,0.3612,0.0,0.781,0.169,Waxman’s Restaurant,0.0316,0.0331,0.7396,0.7623,139,0.2261,0.2025,0.9437,-0.8187,0.629,0.0,1.0,0.0,1.0,0.0,4.0
0.2387,0.2435,0.2263,0.0,0.811,0.119,Eos Restaurant & Wine Bar,0.0489,0.0449,0.7841,0.7879,647,0.1665,0.1662,0.9652,-0.9523,0.773,0.0,1.0,0.0,1.0,0.0,3.5
0.2392,0.1926,0.0,0.0,0.8,0.0905,El Patio Restaurant,0.0496,0.0583,0.7527,0.7674,65,0.1936,0.1701,0.9547,-0.7964,1.0,0.0,1.0,0.0,1.0,0.0,3.0
0.1811,0.1438,0.0,0.0,0.839,0.056999999999999995,Pasha,0.0763,0.0656,0.7671,0.7936,50,0.1431,0.1345,0.9863,-0.8786,1.0,0.0,1.0,0.0,1.0,0.0,2.5
0.2818,0.2409,0.2023,0.0,0.815,0.118,TBD Restaurant,0.0376,0.0414,0.7706,0.7855,152,0.1899,0.1714,0.9923,-0.8555,1.0,0.0,1.0,0.0,1.0,0.0,3.5
0.259,0.2469,0.2263,0.0,0.812,0.125,Radish,0.0333,0.033,0.7674,0.7837,771,0.1914,0.1781,0.9549,-0.8707,1.0,0.0,1.0,0.0,1.0,0.0,4.0
0.1979,0.1907,0.0772,0.0,0.797,0.108,Leticia’s,0.0648,0.0637,0.7569,0.7631,101,0.1732,0.1666,0.9571,-0.9379,1.0,0.0,1.0,0.0,1.0,0.0,3.0
0.198,0.1751,0.0,0.0,0.793,0.082,Malai Thai Restaurant,0.0652,0.0673,0.7644,0.7702,188,0.1663,0.1579,0.9538,-0.8625,1.0,0.0,1.0,0.0,1.0,0.0,3.5
0.141,0.158,0.0,0.0,0.829,0.0,Fork Cafe,0.0625,0.0488,0.7904,0.8061,172,0.1443,0.1425,0.9574,-0.8539,1.0,0.0,1.0,0.0,1.0,0.0,3.0
0.2403,0.2148,0.1109,0.0,0.805,0.11,Osaka,0.0499,0.0479,0.7605,0.775,249,0.1854,0.1715,0.9401,-0.8848,1.0,0.0,1.0,0.0,1.0,0.0,3.5
0.2764,0.2625,0.296,0.0,0.805,0.143,Q Restaurant and Wine Bar,0.045,0.043,0.7711,0.7772,1323,0.1839,0.1798,0.9686,-0.9408,1.0,0.0,1.0,0.0,1.0,0.0,3.5
0.2392,0.1689,0.0,0.0,0.805,0.093,Noble,0.0668,0.0741,0.7377,0.7683,132,0.1933,0.1555,0.9657,-0.8657,1.0,0.0,1.0,0.0,1.0,0.0,3.0
0.2166,0.1703,0.0,0.0,0.818,0.047,Grand Pu Bah,0.0561,0.0627,0.7761,0.7792,513,0.16,0.1496,0.9754,-0.8926,1.0,0.0,1.0,0.0,1.0,0.0,3.5
0.3708,0.2908,0.4215,0.0,0.759,0.183,Lidia’s Cafe Restaurant,0.0237,0.0327,0.7104,0.7424,30,0.2659,0.2248,0.9042,-0.7677,0.463,0.0,1.0,0.0,1.0,0.0,4.5
0.2496,0.2262,0.1572,0.0,0.798,0.123,St. Vincent,0.049,0.0509,0.7613,0.7796,211,0.1897,0.1694,0.9854,-0.8271,1.0,0.0,1.0,0.0,1.0,0.0,3.5
0.1992,0.2017,0.0,0.0,0.8,0.123,Hulu House Restaurant,0.037,0.034,0.7961,0.7975,4,0.1668,0.1685,0.836,-0.4986,0.264,0.0,1.0,0.534,0.466,0.0,3.5
0.2292,0.1845,0.0,0.0,0.8385,0.073,Sebo,0.0452,0.0491,0.7947,0.8049,504,0.1582,0.1431,0.9632,-0.886,1.0,0.0,1.0,0.0,1.0,0.0,3.5
0.2238,0.208,0.1522,0.0,0.796,0.115,Boxing Room,0.0505,0.0528,0.7663,0.7756,1059,0.1832,0.1716,0.9275,-0.8625,1.0,0.0,1.0,0.0,1.0,0.0,3.5
0.0064,0.0064,0.09505,0.0,0.8160000000000001,0.1115,Fratelli Ristorante,0.0362,0.0362,0.7622,0.7622,1,0.2015,0.2015,0.4215,-0.5859,0.145,0.0,1.0,0.417,0.583,0.0,2.0
0.2977,0.2737,0.3182,0.0,0.791,0.148,Cafe Metropol,0.0435,0.0418,0.7581,0.7716,105,0.1984,0.1866,0.946,-0.8683,1.0,0.0,1.0,0.0,1.0,0.0,3.5
0.0,0.0,0.0,0.0,0.0,0.0,May’s Cafe,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1968,0.1899,0.0,0.0,0.839,0.0,Vietnam Restaurant,0.0532,0.0507,0.7821,0.8015,496,0.1592,0.1425,0.9783,-0.7828,1.0,0.0,1.0,0.0,1.0,0.0,3.5
0.2226,0.1879,0.0,0.0,0.902,0.0,Cali Restaurant,0.0279,0.0331,0.8048,0.8168,3,0.1674,0.1501,0.8655,-0.5994,0.495,0.0,1.0,0.239,0.761,0.0,3.5
0.2136,0.2022,0.12,0.0,0.866,0.079,Mirch Masala Restaurant,0.0328,0.0296,0.8181,0.8243,5,0.1492,0.1461,0.8689,-0.7579,0.384,0.0,1.0,0.0,1.0,0.0,4.0
0.2819,0.2419,0.2263,0.0,0.792,0.137,Stelline,0.0439,0.0411,0.7512,0.7768,300,0.2029,0.1793,0.9489,-0.9186,1.0,0.0,1.0,0.0,1.0,0.0,3.5
0.2484,0.2138,0.1655,0.0,0.804,0.124,Bombay Indian Restaurant,0.0465,0.0463,0.763,0.7705,321,0.1846,0.1761,0.9489,-0.8545,1.0,0.0,1.0,0.0,1.0,0.0,3.0
0.2051,0.1702,0.0,0.0,0.846,0.0,KL Restaurant,0.0409,0.0494,0.8111,0.8092,185,0.1448,0.1381,0.9493,-0.9266,1.0,0.0,1.0,0.0,1.0,0.0,3.5
0.1108,0.0854,0.0,0.0,0.813,0.0,Dick’s Last Resort,0.0771,0.0787,0.7804,0.7904,45,0.1413,0.1288,0.9688,-0.8984,1.0,0.0,1.0,0.0,1.0,0.0,2.5
0.2505,0.2319,0.1279,0.0,0.8,0.1335,Fanny’s Restaurant,0.0362,0.0502,0.7836,0.7726,17,0.1655,0.1714,0.9501,-0.7783,0.557,0.0,1.0,0.0,1.0,0.0,4.0
0.3033,0.2827,0.3382,0.0,0.7975000000000001,0.1475,CONDUIT,0.0389,0.0381,0.7666,0.777,320,0.193,0.1832,0.975,-0.7765,1.0,0.0,1.0,0.0,1.0,0.0,4.0
0.2253,0.2058,0.0772,0.0,0.824,0.094,La Provence,0.0508,0.0485,0.7831,0.799,197,0.1644,0.1498,0.9867,-0.9153,1.0,0.0,1.0,0.0,1.0,0.0,3.5
0.4636,0.3609,0.4162,0.0,0.7155,0.2385,Zare Restaurant,0.0106,0.0276,0.6756,0.7229,8,0.3139,0.2495,0.9357,-0.4939,0.348,0.0,1.0,0.158,0.842,0.0,4.5
0.2578,0.2558,0.0,0.0,0.838,0.131,Matsuya Restaurant,0.0287,0.0285,0.8363,0.8392,2,0.135,0.1323,0.8519,-0.296,0.348,0.0,1.0,0.57,0.43,0.0,4.0
0.28,0.2499,0.23525000000000001,0.0,0.8095000000000001,0.13,Rickybobby,0.04,0.0377,0.7635,0.7829,506,0.1954,0.1775,0.986,-0.8996,1.0,0.0,1.0,0.0,1.0,0.0,4.0
0.2935,0.2629,0.2732,0.0,0.8035000000000001,0.1365,Reaction Restaurant,0.0424,0.0426,0.7499,0.7672,125,0.2062,0.1878,0.9621,-0.8622,1.0,0.0,1.0,0.0,1.0,0.0,3.5
0.1307,0.1245,0.0,0.0,0.8354999999999999,0.0,Goldilocks,0.0713,0.0575,0.7773,0.8049,62,0.1437,0.1329,0.975,-0.8707,0.791,0.0,1.0,0.0,1.0,0.0,2.5
0.2926,0.2605,0.2732,0.0,0.7855000000000001,0.137,Kan Zaman,0.0477,0.046,0.7428,0.7577,576,0.2027,0.1897,0.9691,-0.8422,1.0,0.0,1.0,0.0,1.0,0.0,3.5
0.2402,0.2098,0.186,0.0,0.805,0.105,Shiso Chinese and Japanese Cusine,0.0522,0.0515,0.7497,0.7772,181,0.1939,0.1695,0.97,-0.8885,1.0,0.0,1.0,0.0,1.0,0.0,3.5
0.2231,0.1947,0.0,0.0,0.829,0.078,Chiaroscuro,0.0459,0.047,0.777,0.7958,490,0.1744,0.1548,0.9958,-0.8825,1.0,0.0,1.0,0.0,1.0,0.0,4.0
0.0801,0.0788,0.0,0.0,0.878,0.0,Rosario Restaurant,0.0683,0.0635,0.819,0.8225,9,0.1128,0.114,0.802,-0.6486,0.444,0.0,1.0,0.268,0.732,0.0,3.0
0.1935,0.1935,0.0,0.0,0.75,0.122,Torpedo Joe’s,0.0475,0.0475,0.6475,0.6475,1,0.1233,0.1233,0.6486,-0.1901,0.201,0.0,1.0,0.0,0.451,0.0,4.0
0.2476,0.2141,0.0,0.0,0.839,0.0975,Prana,0.0347,0.0368,0.8036,0.8106,159,0.16,0.1507,0.9643,-0.8151,1.0,0.0,1.0,0.0,1.0,0.0,3.5
0.1107,0.063,0.0,0.0,0.828,0.0,Rico’s Restaurant,0.0838,0.0913,0.7829,0.7917,159,0.1288,0.1133,0.9555,-0.9062,1.0,0.0,1.0,0.0,1.0,0.0,2.5
0.2615,0.2053,0.1045,0.0,0.815,0.102,New Ganges Restaurant,0.0486,0.0537,0.7612,0.7793,243,0.1835,0.1639,0.9715,-0.899,1.0,0.0,1.0,0.0,1.0,0.0,3.5
0.3926,0.4041,0.5423,0.0,0.653,0.299,Cafe Crescendo,0.0443,0.0381,0.6674,0.6715,8,0.2884,0.2905,0.9617,-0.6696,0.44,0.0,1.0,0.196,0.804,0.0,4.5
0.0,0.0,0.0,0.0,0.0,0.0,Sprouts Health Food,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,Pampanga’s Cuisine,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2769,0.2405,0.2293,0.0,0.8075000000000001,0.129,Hisago,0.0373,0.0373,0.751,0.7849,144,0.2102,0.1752,0.9493,-0.8807,0.778,0.0,1.0,0.0,1.0,0.0,4.0
0.131,0.1149,0.0,0.0,0.856,0.0,Rainbow Way Restaurant and Bar,0.066,0.064,0.794,0.8077,79,0.1348,0.1254,0.9311,-0.8327,1.0,0.0,1.0,0.0,1.0,0.0,3.0
0.3484,0.3526,0.39065,0.0,0.8214999999999999,0.16649999999999998,A Sabella’s Restaurant,0.013,0.0115,0.8254,0.8196,4,0.1617,0.1689,0.9481,0.0,0.141,0.0,1.0,0.518,0.482,0.0,2.0
0.3567,0.3557,0.4019,0.0,0.797,0.186,Kansai Restaurant,0.0274,0.0331,0.7726,0.78,7,0.2,0.187,0.872,-0.4404,0.492,0.0,1.0,0.263,0.737,0.0,4.0
0.1708,0.1587,0.2023,0.0,0.845,0.121,Lehr’s Greenhouse Restaurant,0.0804,0.0812,0.7535,0.7844,4,0.166,0.1345,0.8126,-0.6348,0.608,0.0,1.0,0.392,0.492,0.0,3.0
0.2855,0.2577,0.2304,0.0,0.811,0.13,Cassis,0.0311,0.0329,0.7793,0.7855,272,0.1867,0.1778,0.9841,-0.9109,1.0,0.0,1.0,0.0,1.0,0.0,3.5
0.2835,0.2735,0.2732,0.0,0.823,0.13,Cyrus,0.0383,0.0333,0.7822,0.7924,573,0.1752,0.1704,0.9943,-0.8478,1.0,0.0,1.0,0.0,1.0,0.0,4.5
0.2762,0.2484,0.2732,0.0,0.812,0.131,Ana Mandara,0.0358,0.0378,0.7706,0.7865,802,0.1855,0.1732,0.9727,-0.8748,1.0,0.0,1.0,0.0,1.0,0.0,3.5
0.2487,0.2487,0.318,0.0,0.7384999999999999,0.202,San Francisco Oven,0.0321,0.0321,0.7474,0.7474,1,0.2205,0.2205,0.765,-0.558,0.257,0.0,1.0,0.312,0.688,0.0,2.0
